RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
282,25/01/2022,Delhi,Delhi,Monsoon,23.4,88,20.3,12.43,997.4,Sunny
283,02/04/2023,Pune,Maharashtra,Autumn,25.9,55,7.9,1.45,1006.3,Sunny
284,05/05/2023,Bangalore,Karnataka,Autumn,29,89,2.9,0.98,1009.5,Storm
285,03/04/2023,Lucknow,Uttar Pradesh,Summer,34.1,51,23.5,0.21,1014,Haze
286,28/06/2022,Lucknow,Uttar Pradesh,Summer,32.2,42,25.6,0.52,1014.8,Sunny
287,07/09/2022,Bangalore,Karnataka,Summer,38.6,74,21.2,0.9,999.8,Rain
288,09/09/2022,Mumbai,Maharashtra,Winter,26.2,60,16.7,1.07,1015.9,Rain
289,05/12/2022,Lucknow,Uttar Pradesh,Autumn,27,38,30.4,0.78,1008,Haze
290,22/07/2022,Hyderabad,Telangana,Autumn,27.9,69,14.6,0.19,1009.7,Rain
291,23/01/2022,Hyderabad,Telangana,Summer,36.3,46,11.3,0.94,1002.7,Fog
292,24/05/2022,Hyderabad,Telangana,Autumn,23.8,46,23.1,0.86,1011,Fog
293,27/07/2022,Jaipur,Rajasthan,Monsoon,32.5,60,31.3,1.49,999.7,Storm
294,27/03/2022,Jaipur,Rajasthan,Autumn,22.7,62,26.9,0.85,1015.3,Cloudy
295,09/06/2023,Ahmedabad,Gujarat,Autumn,23.9,72,21.7,0.34,1012.5,Rain
296,20/07/2022,Mumbai,Maharashtra,Winter,23.1,37,29.9,1.22,1013.2,Haze
297,18/03/2023,Delhi,Delhi,Autumn,26.3,46,22.8,0.9,1003.8,Cloudy
298,26/05/2023,Kolkata,West Bengal,Summer,33.7,82,21.9,0.3,1014.5,Fog
299,01/05/2024,Delhi,Delhi,Monsoon,29.7,58,31.9,11.42,1007,Sunny
300,25/11/2022,Hyderabad,Telangana,Winter,9.9,69,26.3,1.39,1013.9,Rain
301,13/10/2023,Chennai,Tamil Nadu,Summer,39.2,59,22.1,1.24,1010.9,Storm
302,13/03/2024,Ahmedabad,Gujarat,Summer,27,90,3.2,0.14,1005,Haze
303,07/02/2022,Ahmedabad,Gujarat,Autumn,27.6,84,27.2,0.04,1003.6,Haze
304,21/02/2023,Mumbai,Maharashtra,Monsoon,24.5,61,1.5,11.87,1019.7,Rain
305,11/02/2023,Bangalore,Karnataka,Monsoon,27.4,93,30.1,2.45,1014.6,Storm
306,01/05/2023,Jaipur,Rajasthan,Monsoon,27.5,69,21.7,16.92,1016.6,Sunny
307,24/10/2022,Hyderabad,Telangana,Monsoon,21.2,59,17.2,1.2,1012.8,Sunny
308,08/09/2022,Delhi,Delhi,Summer,34.4,67,28,0.7,1013.1,Storm
309,08/11/2023,Chennai,Tamil Nadu,Winter,21.8,37,14,4.29,1010.5,Haze
310,24/05/2022,Bangalore,Karnataka,Monsoon,27.6,73,13.7,0.97,996.2,Rain
311,08/04/2024,Chennai,Tamil Nadu,Monsoon,28,39,8.9,1.37,1011.2,Haze
312,27/09/2022,Pune,Maharashtra,Autumn,27.2,39,30.2,0.43,1009.2,Haze
313,19/01/2022,Jaipur,Rajasthan,Autumn,24.9,42,1.5,4.58,1026,Fog
314,08/02/2022,Delhi,Delhi,Monsoon,33,52,25.3,0.21,1020.3,Haze
315,30/04/2022,Lucknow,Uttar Pradesh,Monsoon,27.9,61,33.7,1.32,1013.4,Sunny
316,24/01/2022,Pune,Maharashtra,Monsoon,27.9,60,10.5,6.84,999.4,Fog
317,14/09/2023,Lucknow,Uttar Pradesh,Monsoon,21.7,74,5.3,2.01,1008.3,Cloudy
318,09/02/2022,Chennai,Tamil Nadu,Winter,13.6,71,18.5,0.44,1014.2,Haze
319,04/05/2024,Hyderabad,Telangana,Winter,17.2,67,25,1.06,998.4,Storm
320,24/02/2023,Lucknow,Uttar Pradesh,Winter,24.1,87,32.9,1.88,1001.2,Haze
321,23/11/2023,Ahmedabad,Gujarat,Autumn,22.2,42,32.7,1.99,997.2,Cloudy
322,09/11/2022,Chennai,Tamil Nadu,Autumn,29.1,91,20,1.22,1011.1,Haze
323,11/02/2023,Chennai,Tamil Nadu,Summer,36.6,70,1.1,0.11,1008.4,Storm
324,22/02/2022,Mumbai,Maharashtra,Summer,34.2,54,18.8,2.31,1007.8,Fog
325,25/01/2022,Hyderabad,Telangana,Summer,28.7,60,33.4,1.65,1018.4,Fog
326,11/11/2023,Kolkata,West Bengal,Autumn,24.7,42,8.2,0.35,1017.3,Fog
327,18/04/2023,Hyderabad,Telangana,Monsoon,29.9,54,12.8,3.51,1015.1,Rain
328,18/08/2023,Mumbai,Maharashtra,Autumn,25.9,46,13.8,1.48,998.6,Storm
329,31/05/2023,Delhi,Delhi,Summer,25,62,0.1,1.29,1014.7,Rain
330,08/11/2022,Lucknow,Uttar Pradesh,Autumn,27.5,36,8.5,2.45,1017.6,Cloudy
331,01/07/2022,Bangalore,Karnataka,Autumn,28.2,42,19.8,1.52,1004.8,Fog
332,07/04/2023,Chennai,Tamil Nadu,Summer,27.9,85,13.1,0.29,1013.5,Rain
333,16/11/2023,Pune,Maharashtra,Autumn,29.2,38,15.1,0.06,1013.7,Rain
334,13/03/2023,Chennai,Tamil Nadu,Winter,22.9,66,0.8,0.76,1008.3,Haze
335,15/11/2023,Hyderabad,Telangana,Autumn,27,64,4,0.17,1012.5,Fog
336,10/10/2023,Ahmedabad,Gujarat,Summer,39.6,38,11.1,0,999.5,Storm
337,28/09/2023,Ahmedabad,Gujarat,Winter,24,43,16.3,0.68,1008.1,Cloudy
338,22/04/2023,Jaipur,Rajasthan,Summer,31.9,58,29.9,0.12,1025.4,Rain
339,11/02/2023,Chennai,Tamil Nadu,Autumn,22.9,53,10.8,2.25,1013.6,Storm
340,21/03/2022,Delhi,Delhi,Summer,33.3,77,29.6,1.58,999.4,Cloudy
341,25/05/2024,Bangalore,Karnataka,Autumn,31.2,57,23.4,2.54,1004.4,Sunny
342,08/06/2024,Hyderabad,Telangana,Autumn,25,48,33.8,1.02,1008.2,Fog
343,13/02/2024,Pune,Maharashtra,Autumn,28.4,74,17.3,6.51,1008.5,Cloudy
344,10/05/2022,Bangalore,Karnataka,Winter,13.4,54,9.4,0.8,1026.4,Storm
345,22/01/2024,Lucknow,Uttar Pradesh,Summer,33.2,55,28.8,2.4,1009,Storm
346,06/07/2022,Jaipur,Rajasthan,Autumn,24.8,66,7.7,0.4,1017,Sunny
347,17/04/2023,Bangalore,Karnataka,Summer,32.5,78,0.5,4.04,1007.5,Rain
348,02/11/2023,Hyderabad,Telangana,Monsoon,21.9,45,28,1.25,1011.5,Storm
349,17/11/2023,Pune,Maharashtra,Monsoon,28.8,75,15.8,10.96,1012.7,Rain
350,04/12/2022,Jaipur,Rajasthan,Monsoon,32.4,58,16.2,1.63,1010.4,Sunny
351,14/07/2022,Hyderabad,Telangana,Winter,13.1,35,23.4,1.14,1006.3,Rain
352,18/04/2024,Chennai,Tamil Nadu,Winter,12.8,35,28.9,1.04,1017.3,Rain
353,03/03/2024,Jaipur,Rajasthan,Monsoon,26.5,39,19,2.6,1017.2,Haze
354,31/10/2022,Pune,Maharashtra,Winter,18.9,56,24.3,0.75,1011.1,Fog
355,29/04/2024,Kolkata,West Bengal,Summer,27.5,79,31.4,1.04,1016.5,Rain
356,25/05/2022,Jaipur,Rajasthan,Winter,19.8,61,3.9,0.76,1003.9,Sunny
357,02/04/2023,Lucknow,Uttar Pradesh,Monsoon,24.4,65,29.9,7.73,1010.2,Rain
358,14/02/2022,Pune,Maharashtra,Summer,27.9,90,18.2,1.19,1004.7,Storm
359,18/01/2022,Mumbai,Maharashtra,Autumn,32.2,37,32.7,0.13,997.8,Sunny
360,04/09/2022,Pune,Maharashtra,Monsoon,29.3,74,25.9,1.91,1007.1,Storm
361,27/05/2023,Mumbai,Maharashtra,Monsoon,28.8,83,21.5,2.97,1016.7,Fog
362,05/09/2023,Pune,Maharashtra,Summer,25.4,57,34.4,1.19,1011,Haze
363,15/10/2022,Ahmedabad,Gujarat,Winter,14.8,47,4,0.44,1004.1,Sunny
364,12/11/2023,Bangalore,Karnataka,Summer,34.3,70,34.4,0.54,1011.5,Rain
365,20/11/2023,Hyderabad,Telangana,Winter,10.2,45,10,1.46,1003.2,Sunny
366,01/04/2023,Hyderabad,Telangana,Monsoon,25.6,84,8.1,3.96,1019.4,Rain
367,15/04/2023,Jaipur,Rajasthan,Winter,16.9,47,25.9,2.97,1000.8,Cloudy
368,18/06/2022,Pune,Maharashtra,Autumn,31.3,54,8.7,0.68,1004.1,Fog
369,07/09/2022,Bangalore,Karnataka,Monsoon,26,48,30.8,9.57,1017.1,Fog
370,16/06/2022,Ahmedabad,Gujarat,Monsoon,28.7,64,30.9,1.1,999,Haze
371,16/07/2023,Chennai,Tamil Nadu,Autumn,23,87,3.7,0.25,1011.3,Haze
372,06/10/2023,Delhi,Delhi,Winter,21.4,71,13.2,0.55,1002.6,Sunny
373,21/03/2024,Mumbai,Maharashtra,Monsoon,26.9,73,27,0.59,998.4,Storm
374,17/07/2022,Hyderabad,Telangana,Monsoon,37.4,91,23.5,2.92,1002.2,Haze
375,03/07/2022,Chennai,Tamil Nadu,Summer,25.7,89,7.9,1.86,1007.2,Fog
376,17/07/2022,Ahmedabad,Gujarat,Autumn,24.6,94,34.4,0.14,1010.9,Sunny
377,27/09/2023,Delhi,Delhi,Winter,11.6,59,9.8,0.38,1019.5,Fog
378,14/10/2023,Delhi,Delhi,Summer,40.8,75,30,1.14,1015,Fog
379,19/04/2024,Delhi,Delhi,Monsoon,33.8,37,22.2,1.3,1012.9,Fog
380,09/10/2023,Mumbai,Maharashtra,Summer,34.9,62,5.7,1.05,1010.1,Rain
381,15/04/2023,Chennai,Tamil Nadu,Winter,10.9,64,24.8,0.89,1010.7,Sunny
382,27/01/2024,Ahmedabad,Gujarat,Winter,14.1,82,13.9,0.82,1004.8,Haze
383,18/01/2024,Ahmedabad,Gujarat,Monsoon,27.3,44,9.8,2.2,1016.7,Sunny
384,17/02/2024,Mumbai,Maharashtra,Summer,38.7,83,21.7,0.87,1015.7,Haze
385,04/11/2022,Pune,Maharashtra,Autumn,23.2,85,11.2,0.16,1000.1,Storm
386,02/12/2022,Bangalore,Karnataka,Winter,17.7,51,11.2,1.06,1007.2,Haze
387,09/03/2024,Pune,Maharashtra,Monsoon,29.3,79,13.2,4.76,1010.5,Storm
388,13/05/2023,Jaipur,Rajasthan,Summer,36.5,50,21.7,1.39,1011.9,Cloudy
389,04/02/2022,Pune,Maharashtra,Autumn,24.5,75,23.5,0.23,999.9,Fog
390,30/06/2022,Ahmedabad,Gujarat,Summer,28.6,66,18.8,1.49,1009.6,Rain
391,23/10/2022,Ahmedabad,Gujarat,Summer,34.6,86,16.8,1.38,1009.6,Rain
392,21/03/2024,Hyderabad,Telangana,Winter,8.6,88,6.6,0.5,1017.7,Sunny
393,02/01/2024,Hyderabad,Telangana,Winter,24,73,18.4,0.03,998.9,Sunny
394,12/10/2023,Jaipur,Rajasthan,Summer,28.9,61,25.6,0.58,1015.2,Cloudy
395,09/12/2022,Pune,Maharashtra,Monsoon,27.3,71,8.5,11.31,1006,Rain
396,19/11/2023,Jaipur,Rajasthan,Winter,11.4,78,25.1,1.22,1005.6,Fog
397,17/09/2023,Pune,Maharashtra,Summer,31.9,44,15.4,0.75,998.3,Cloudy
398,14/12/2022,Chennai,Tamil Nadu,Winter,20.8,74,25.6,0.79,1014.1,Rain
399,10/08/2023,Mumbai,Maharashtra,Monsoon,30.5,68,26.5,1.97,1012.6,Storm
400,04/05/2023,Chennai,Tamil Nadu,Winter,13.2,91,32.6,0.4,1000,Fog
401,15/07/2022,Mumbai,Maharashtra,Autumn,29.5,90,9.4,1.14,1004.2,Cloudy
402,03/11/2022,Pune,Maharashtra,Winter,17.9,91,9.6,0.66,1000.2,Haze
403,03/09/2022,Chennai,Tamil Nadu,Autumn,29.2,35,20.5,0.05,1004.3,Fog
404,31/03/2023,Lucknow,Uttar Pradesh,Monsoon,23.9,84,1.8,2.17,1007.1,Rain
405,16/04/2022,Kolkata,West Bengal,Autumn,28.5,49,28.7,1.64,1010.1,Rain
406,15/09/2023,Delhi,Delhi,Summer,28.2,70,29.3,0.75,1016.7,Fog
407,19/08/2023,Kolkata,West Bengal,Autumn,23.1,66,14.6,0.54,1012.3,Sunny
408,12/09/2023,Mumbai,Maharashtra,Summer,37.7,91,33,0.76,1012.8,Sunny
409,30/05/2022,Lucknow,Uttar Pradesh,Summer,31,63,18.9,0.78,1008.7,Haze
410,15/07/2022,Hyderabad,Telangana,Summer,34.4,61,1.2,1.18,1004.8,Rain
411,20/06/2023,Chennai,Tamil Nadu,Monsoon,27.1,59,31,3.33,1015.9,Rain
412,02/03/2022,Bangalore,Karnataka,Summer,43.5,46,26,0.44,1019.7,Haze
413,08/05/2024,Pune,Maharashtra,Winter,19.3,86,9.6,0.11,1009.6,Rain
414,15/05/2022,Pune,Maharashtra,Winter,15.7,88,1.8,1.37,1009.9,Haze
415,08/04/2024,Mumbai,Maharashtra,Winter,22.8,66,23.2,0.09,1006.9,Storm
416,08/05/2023,Hyderabad,Telangana,Autumn,29.7,89,26.8,0.34,1017.5,Sunny
417,13/03/2022,Lucknow,Uttar Pradesh,Summer,36,77,32.6,0.31,1011.1,Cloudy
418,03/09/2022,Delhi,Delhi,Monsoon,29.2,59,21.4,1.31,1001.6,Fog
419,23/03/2024,Ahmedabad,Gujarat,Winter,23.2,38,1.7,0.59,998.7,Cloudy
420,13/03/2024,Bangalore,Karnataka,Winter,13.7,44,12.2,0.59,1020.1,Rain
421,22/07/2023,Kolkata,West Bengal,Summer,34.1,82,9.7,0.67,1005.5,Cloudy
422,13/03/2022,Mumbai,Maharashtra,Monsoon,31.8,60,4,2.6,1019,Fog
423,23/02/2023,Pune,Maharashtra,Summer,37.7,69,8.8,0.56,1016.7,Haze
424,09/08/2023,Hyderabad,Telangana,Autumn,24.3,82,13.2,0.03,1013.6,Rain
425,11/09/2022,Kolkata,West Bengal,Monsoon,28.7,59,9.7,3.82,1004.6,Storm
426,05/11/2022,Delhi,Delhi,Autumn,28.2,88,27.5,0.1,1007.1,Sunny
427,24/09/2022,Pune,Maharashtra,Autumn,24.2,56,32.4,0.52,999.5,Sunny
428,03/01/2024,Hyderabad,Telangana,Summer,30.2,80,11.2,3.3,1007.8,Fog
429,19/03/2022,Kolkata,West Bengal,Autumn,27.4,77,20.6,1.85,1017,Rain
430,28/09/2023,Delhi,Delhi,Autumn,29.3,80,6.8,1.43,1022.9,Storm
431,12/08/2023,Pune,Maharashtra,Summer,37.5,46,0.5,0.03,1009.4,Sunny
432,05/08/2022,Hyderabad,Telangana,Winter,15.2,85,28.3,0.04,992.2,Haze
433,23/09/2023,Pune,Maharashtra,Winter,23.2,71,30,1.04,1009.2,Cloudy
434,05/12/2023,Jaipur,Rajasthan,Winter,23.8,40,14.1,0.66,1023.5,Cloudy
435,26/01/2023,Jaipur,Rajasthan,Summer,33.4,61,6.1,0.18,1000.8,Storm
436,20/09/2022,Pune,Maharashtra,Monsoon,28.5,75,30.4,4.32,1011.7,Storm
437,03/07/2023,Jaipur,Rajasthan,Winter,14.4,37,26.5,2.78,1019.8,Haze
438,04/03/2024,Kolkata,West Bengal,Winter,18.2,45,13.6,0.11,1008.6,Rain
439,09/09/2022,Ahmedabad,Gujarat,Summer,28.8,82,31.7,1.01,993.7,Rain
440,20/05/2023,Mumbai,Maharashtra,Monsoon,25.5,74,3.5,0.18,1021.1,Haze
441,23/02/2023,Kolkata,West Bengal,Summer,23.7,36,19.8,0.04,1021.5,Haze
442,09/10/2023,Bangalore,Karnataka,Autumn,27.4,83,15.8,0.43,1000.1,Rain
443,24/05/2022,Lucknow,Uttar Pradesh,Monsoon,31.6,92,19.3,3.62,1007.8,Rain
444,19/01/2023,Hyderabad,Telangana,Winter,16.5,85,29.1,0.17,1003,Cloudy
445,19/01/2022,Hyderabad,Telangana,Autumn,24.4,67,12.3,3.2,1008,Haze
446,07/01/2024,Bangalore,Karnataka,Autumn,29,61,22.6,0.93,1015,Haze
447,13/01/2023,Jaipur,Rajasthan,Summer,32.1,68,0.3,0.9,995.9,Cloudy
448,15/09/2023,Jaipur,Rajasthan,Winter,15.8,75,12.4,0.7,1016.6,Cloudy
449,26/03/2024,Bangalore,Karnataka,Winter,23.3,89,30.5,0.3,1015.7,Fog
450,08/03/2022,Jaipur,Rajasthan,Monsoon,28.4,48,8.5,3.16,1001.6,Haze
451,05/05/2022,Bangalore,Karnataka,Autumn,20.9,42,5.6,1.26,1014,Storm
452,03/08/2022,Chennai,Tamil Nadu,Autumn,26.2,86,4.1,0.91,1004.6,Sunny
453,08/01/2022,Delhi,Delhi,Winter,19.6,63,31.4,0.86,1008.1,Sunny
454,08/08/2023,Bangalore,Karnataka,Autumn,27.4,94,2.1,0.14,1010.4,Rain
455,24/02/2023,Pune,Maharashtra,Summer,27.9,49,24.1,0.88,1004.4,Storm
456,07/06/2022,Bangalore,Karnataka,Monsoon,29.3,36,25.8,1.17,1012.4,Haze
457,17/06/2023,Lucknow,Uttar Pradesh,Winter,16.7,36,18.1,1.18,1004.2,Rain
458,04/12/2022,Pune,Maharashtra,Winter,16.2,89,34.6,2.33,1004.8,Haze
459,03/02/2023,Mumbai,Maharashtra,Autumn,30.8,60,10.4,0.42,1008.3,Fog
460,28/10/2022,Lucknow,Uttar Pradesh,Monsoon,29.2,40,23.8,0.34,1012.7,Storm
461,05/09/2023,Lucknow,Uttar Pradesh,Autumn,23.3,83,27.2,0.26,1016.5,Cloudy
462,20/05/2022,Delhi,Delhi,Autumn,36.1,92,27.9,0.65,1012.9,Storm
463,18/10/2023,Kolkata,West Bengal,Winter,13.6,56,28.7,1.21,1000.9,Sunny
464,28/03/2022,Mumbai,Maharashtra,Autumn,33.8,38,0.7,0.51,1009.5,Storm
465,04/09/2023,Delhi,Delhi,Monsoon,30.7,77,26.2,3.32,1016.4,Rain
466,09/08/2023,Delhi,Delhi,Winter,19.3,65,34.6,0.83,1014.9,Rain
467,10/08/2023,Jaipur,Rajasthan,Autumn,24.9,48,32.4,1.09,1011.1,Rain
468,27/04/2023,Chennai,Tamil Nadu,Autumn,26.3,58,25.2,0.91,1022.4,Fog
469,11/12/2023,Ahmedabad,Gujarat,Summer,36.7,86,10.7,2.85,1009.9,Storm
470,18/10/2023,Ahmedabad,Gujarat,Autumn,26.8,64,1.1,0.26,1011.8,Haze
471,23/07/2023,Lucknow,Uttar Pradesh,Autumn,30.4,77,12,0.27,1009.6,Haze
472,28/11/2023,Lucknow,Uttar Pradesh,Summer,35,57,5.6,1.87,1008.6,Fog
473,21/07/2022,Mumbai,Maharashtra,Autumn,32,40,10.8,0.88,1016.8,Fog
474,05/02/2022,Bangalore,Karnataka,Autumn,34.5,39,6.7,2.34,1012.8,Rain
475,26/01/2022,Jaipur,Rajasthan,Winter,24.5,40,18.6,0.4,1005,Haze
476,18/05/2023,Kolkata,West Bengal,Winter,11.5,79,34.1,1.41,1006.3,Fog
477,04/07/2023,Pune,Maharashtra,Autumn,27.7,47,21.4,0.16,1003.7,Cloudy
478,01/02/2022,Mumbai,Maharashtra,Monsoon,28.2,67,16.5,3.66,1011.3,Storm
479,09/04/2023,Chennai,Tamil Nadu,Winter,12.7,59,33.4,0.43,1004.9,Fog
480,20/01/2022,Mumbai,Maharashtra,Summer,34.4,46,25.8,1.66,1015.3,Haze
481,13/08/2022,Ahmedabad,Gujarat,Monsoon,28,73,25.1,11.31,1013.1,Fog
482,14/09/2022,Chennai,Tamil Nadu,Summer,34.9,78,25.1,1.38,1025,Rain
483,23/03/2023,Ahmedabad,Gujarat,Summer,30.6,94,11.9,0.68,1007.5,Rain
484,19/02/2023,Lucknow,Uttar Pradesh,Monsoon,26.8,58,7.7,2.66,1003.9,Haze
485,20/11/2023,Ahmedabad,Gujarat,Monsoon,29.8,35,28.6,2.8,1019.3,Storm
486,11/07/2023,Lucknow,Uttar Pradesh,Winter,14,80,6.5,0.56,1003.3,Rain
487,25/02/2024,Jaipur,Rajasthan,Winter,18,93,9.1,1.2,1002.8,Rain
488,27/07/2022,Ahmedabad,Gujarat,Summer,33.4,80,9.3,1.19,1014.4,Fog
489,25/09/2023,Mumbai,Maharashtra,Winter,20.5,40,32.8,2.34,1018.3,Haze
490,15/04/2022,Chennai,Tamil Nadu,Summer,34.3,64,25.8,1.96,1005.3,Storm
491,08/01/2024,Lucknow,Uttar Pradesh,Summer,32.5,64,22.5,2.09,1000.8,Rain
492,07/03/2023,Pune,Maharashtra,Summer,30.3,50,10.2,1.26,1009.3,Rain
493,27/02/2024,Mumbai,Maharashtra,Autumn,21.4,86,24.4,0.59,1011.8,Cloudy
494,05/04/2024,Lucknow,Uttar Pradesh,Autumn,21.4,37,7.5,0.68,1004,Rain
495,21/01/2024,Jaipur,Rajasthan,Summer,31.5,47,34.4,0.15,1015.1,Cloudy
496,05/03/2024,Hyderabad,Telangana,Autumn,28.3,83,29.5,1.97,1004.5,Storm
497,03/09/2022,Pune,Maharashtra,Summer,32.2,50,20.1,0.83,1011.7,Sunny
498,31/08/2022,Kolkata,West Bengal,Summer,34.7,48,18.1,0.74,1004.5,Cloudy
499,23/04/2023,Lucknow,Uttar Pradesh,Monsoon,25.2,86,11.3,12.58,1013.7,Cloudy
500,11/02/2023,Kolkata,West Bengal,Monsoon,30.4,56,0.6,3.25,1001.1,Haze
501,17/02/2023,Bangalore,Karnataka,Autumn,23.5,38,5.8,1.3,1006.8,Sunny
502,03/03/2022,Hyderabad,Telangana,Winter,21.6,38,8.3,0.02,1006.4,Sunny
503,29/11/2023,Mumbai,Maharashtra,Winter,23.5,88,3.8,0.19,1014.3,Storm
504,22/07/2022,Ahmedabad,Gujarat,Summer,32.6,90,6,0.21,1006.9,Cloudy
505,09/08/2022,Mumbai,Maharashtra,Monsoon,24.2,78,34.9,0.56,1008.6,Haze
506,21/01/2023,Bangalore,Karnataka,Summer,28.9,42,16.2,2.24,1007.1,Haze
507,05/09/2023,Bangalore,Karnataka,Summer,29.5,69,0.3,0.85,1007.1,Storm
508,30/05/2024,Hyderabad,Telangana,Summer,36.6,84,3.2,0.87,1012.1,Haze
509,11/03/2022,Kolkata,West Bengal,Summer,33.2,75,28,1.67,1010.1,Haze
510,03/10/2022,Pune,Maharashtra,Winter,17.2,77,29,1.1,1005.6,Cloudy
511,13/01/2024,Lucknow,Uttar Pradesh,Winter,14.4,84,0.9,1.33,1019.7,Cloudy
512,25/09/2022,Ahmedabad,Gujarat,Winter,12.6,56,23,0.23,999.7,Sunny
513,28/01/2023,Kolkata,West Bengal,Autumn,28.7,53,33.8,0.83,1003.4,Haze
514,25/04/2023,Mumbai,Maharashtra,Autumn,24.1,54,32.4,0.65,1006.2,Haze
515,06/03/2022,Delhi,Delhi,Autumn,23,92,1.4,1.55,1008.3,Sunny
516,15/06/2024,Jaipur,Rajasthan,Autumn,25.8,43,33.2,0.58,1020.7,Cloudy
517,07/01/2023,Ahmedabad,Gujarat,Summer,38.8,45,23.1,1.19,1012.7,Cloudy
518,23/01/2022,Pune,Maharashtra,Autumn,23.1,84,7.9,0,1004.5,Cloudy
519,16/02/2024,Delhi,Delhi,Autumn,28.3,41,10.5,0.81,1008.3,Rain
520,22/03/2023,Chennai,Tamil Nadu,Autumn,28.5,88,15.1,1.17,1022.7,Storm
521,15/02/2024,Jaipur,Rajasthan,Summer,37.7,41,34.5,0.87,1004.9,Rain
522,31/03/2023,Jaipur,Rajasthan,Autumn,26,44,25.9,5.89,1009.2,Rain
523,27/05/2023,Chennai,Tamil Nadu,Summer,33.1,69,17.9,0.44,1015.6,Rain
524,09/09/2022,Pune,Maharashtra,Summer,34.3,73,9.6,1.3,1004,Haze
525,26/04/2024,Jaipur,Rajasthan,Autumn,29.6,72,2,0.1,996.4,Fog
526,28/05/2022,Kolkata,West Bengal,Autumn,23.9,90,6.7,0.4,1007.7,Storm
527,19/03/2022,Mumbai,Maharashtra,Winter,15,66,10.7,0.79,1020.5,Cloudy
528,21/02/2022,Delhi,Delhi,Monsoon,25.3,84,22.8,7.38,1001.9,Sunny
529,02/02/2023,Kolkata,West Bengal,Winter,21.6,60,30.7,4.49,1018.6,Sunny
530,28/03/2022,Delhi,Delhi,Summer,31.8,69,11,0.46,1014.8,Sunny
531,29/10/2022,Pune,Maharashtra,Summer,39.3,85,7.5,0.29,997.8,Fog
532,26/08/2022,Hyderabad,Telangana,Winter,18.6,72,17.1,5.42,1006,Sunny
533,05/08/2023,Chennai,Tamil Nadu,Winter,14,75,7.5,0.78,1001.3,Fog
534,12/07/2023,Pune,Maharashtra,Monsoon,30.7,80,24.6,4.3,1014,Sunny
535,18/06/2022,Delhi,Delhi,Summer,39.8,86,30,1.49,1011,Rain
536,06/12/2023,Mumbai,Maharashtra,Winter,18.3,37,25.2,0.2,1013.8,Storm
537,13/09/2023,Bangalore,Karnataka,Autumn,29.6,49,6.2,0.36,1018.6,Storm
538,05/09/2023,Hyderabad,Telangana,Autumn,29.4,68,3.4,0.77,1016,Sunny
539,25/04/2022,Delhi,Delhi,Winter,17.8,66,29,1.36,1020.8,Fog
540,04/05/2022,Ahmedabad,Gujarat,Autumn,25.9,54,15.1,0.4,1010.3,Storm
541,15/04/2023,Hyderabad,Telangana,Summer,34.3,46,12.7,0.33,1010.6,Sunny
542,29/01/2022,Mumbai,Maharashtra,Winter,25.3,65,15,2.74,1012.9,Sunny
543,05/09/2022,Lucknow,Uttar Pradesh,Monsoon,30,45,23.6,2.08,1016.3,Sunny
544,17/03/2024,Lucknow,Uttar Pradesh,Winter,16.4,93,17.4,0.47,1012.5,Sunny
545,03/08/2023,Hyderabad,Telangana,Summer,25.9,77,29.6,0.54,1004.8,Cloudy
546,03/09/2022,Ahmedabad,Gujarat,Monsoon,25.7,57,21.7,1.28,1016.1,Rain
547,29/05/2024,Kolkata,West Bengal,Monsoon,27.3,87,5.8,3.26,1002.2,Rain
548,28/02/2022,Ahmedabad,Gujarat,Summer,24.7,91,34.2,0.62,997.8,Sunny
549,27/05/2024,Kolkata,West Bengal,Summer,42,91,7.9,0.12,1011.5,Rain
550,28/04/2022,Bangalore,Karnataka,Monsoon,29.5,85,20.5,1.91,997.6,Sunny
551,10/01/2023,Bangalore,Karnataka,Autumn,24.2,61,0.6,0.49,1003.3,Fog
552,25/04/2022,Ahmedabad,Gujarat,Monsoon,24.5,44,33.5,3.33,1005.3,Cloudy
553,18/03/2024,Bangalore,Karnataka,Autumn,23.7,82,8.4,0.11,1009.3,Storm
554,13/11/2022,Delhi,Delhi,Autumn,30.7,55,15.3,1.58,1014.6,Fog
555,18/07/2023,Mumbai,Maharashtra,Monsoon,27.8,48,30.9,1.29,1021.6,Storm
556,21/04/2024,Lucknow,Uttar Pradesh,Winter,8.1,39,4.5,1.48,1015.7,Storm
557,12/12/2023,Bangalore,Karnataka,Winter,18.5,72,34.6,0.38,1021.9,Sunny
558,24/12/2023,Chennai,Tamil Nadu,Winter,21.8,85,11.8,2.14,1012.4,Rain
559,02/07/2023,Lucknow,Uttar Pradesh,Winter,16.2,44,30.3,0.36,1015.4,Rain
560,15/05/2022,Hyderabad,Telangana,Autumn,22.2,70,14.7,0.49,1001.9,Storm
561,31/08/2023,Delhi,Delhi,Monsoon,25.4,58,26.4,4.49,1013.9,Sunny
562,24/07/2023,Hyderabad,Telangana,Monsoon,26.5,58,8,0.12,1018.5,Rain
563,17/04/2023,Hyderabad,Telangana,Autumn,28,75,27.9,0.01,995.5,Storm
564,13/06/2023,Ahmedabad,Gujarat,Winter,18.1,76,29.6,0.82,1010.5,Haze
